"","LB-Glucose","Glycerol...AA-Glucose","Acetate-Glucose","Fumarate-Glucose","Glucosamine-Glucose","Glycerol-Glucose","Pyruvate-Glucose","Chemostat.µ.0.5-Glucose","Chemostat.µ.0.35-Glucose","Chemostat.µ.0.20-Glucose","Chemostat.µ.0.12-Glucose","Stationary.phase.1.day-Glucose","Stationary.phase.3.days-Glucose","Osmotic.stress.glucose-Glucose","X42.C.glucose-Glucose","pH6.glucose-Glucose","Xylose-Glucose","Mannose-Glucose","Galactose-Glucose","Succinate-Glucose","Fructose-Glucose"
"TSAD",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"KDSB",1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,0,0
"NLPD",-1,-1,-1,0,-1,0,0,-1,0,-1,-1,1,0,1,1,0,0,-1,0,-1,-1
"RLML",1,0,0,-1,0,-1,0,1,1,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,0
"RUVB",0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
"NUDE",-1,0,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,0,0,0,1,-1
"NUSB",1,1,1,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1
"RNC",1,1,0,0,-1,0,-1,0,0,0,-1,0,-1,1,0,-1,1,-1,0,0,1
"COBB",-1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"RPON",0,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1
"RPOZ",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,-1,1,1,1
"CRA",1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,-1,1,1,1,1,1
"EFP",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
"RPLI",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1
"RPLL",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1
"RPMB",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
"RPMD",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"RSMC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"DUSA",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YEIP",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YFIF",-1,-1,-1,0,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"ENTA",-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,-1,-1,0,0
"COAA",1,1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1
"FOLC",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1
"HEMB",1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0,1,1,0,1,0,0
"MOEA",-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,1,0,1,1,0,-1,1,-1,-1
"PDXA",-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,0
"RIBA",1,0,0,0,1,0,0,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,-1
"RIBE",1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"EPD",1,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"FRUK",1,1,-1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
"MALQ",0,0,-1,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,0,0
"PRPB",0,0,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"TREC",1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1
"YNIA",0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"RBSK",1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,0,0,1,1,1,1
"ADD",1,1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,0,-1,-1,1,1,1,1,0
"APT",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"NDK",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1
"PYRH",-1,1,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1
"HISA",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"HISH",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PROC",0,0,1,1,0,-1,-1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,-1
"SDAB",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0
"SPEC",-1,-1,-1,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
"USG",-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,1,0,-1,-1,0,-1,-1
"ILVE",-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1
"DCYD",-1,-1,0,0,1,-1,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,0,-1,-1
"DDPA",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"GADC",0,0,1,0,1,-1,-1,0,1,1,1,1,1,0,-1,1,-1,-1,-1,-1,-1
"SPEB",1,1,0,0,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,-1
"TDH",1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,1,1,1,1
"YCEF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FDX",1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0
"GLDA",-1,-1,1,0,-1,0,0,0,0,1,1,1,1,0,0,-1,-1,-1,1,-1,-1
"NIRB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"YBDH",-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YEBF",-1,0,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1
"YEDD",0,1,0,-1,0,0,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1
"YGIM",-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,0,0,1,1,0,0,1,1,0
"GPMB",1,1,1,1,0,0,1,0,0,0,0,-1,-1,-1,0,0,1,1,1,1,1
"ICIA",-1,-1,0,0,0,0,1,-1,-1,-1,-1,0,0,1,0,0,1,1,1,-1,0
"GRCA",1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
"MRR",1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,0,0,0,1,0,1,1
"SECY",1,1,-1,-1,0,0,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,-1,0,1
"EXBD",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0
"SECB",1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"GLNG",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,-1,-1
"BAER",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,0,-1,-1
"CPXR",-1,-1,1,1,0,-1,1,-1,0,0,1,1,1,0,0,0,1,1,1,1,1
"RSTA",-1,0,0,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1
"SPOT",1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"CUSR",-1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0
"ELAB",-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1
"YBGI",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"YDCF",-1,-1,1,0,-1,0,1,0,0,1,1,-1,-1,1,0,-1,0,1,1,-1,0
"YEBC",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,-1,-1,-1,-1
"YGIN",-1,-1,1,0,0,0,0,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0
"LPTA",0,0,1,1,1,1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0
"RODZ",-1,-1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"TRUD",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1
"YQFB",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MDAB",-1,0,1,1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,1,0,1,1
"MODE",1,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1
"YDJN",-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,0,-1,-1,-1,-1,0
"YECA",-1,-1,1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
"YEDE",-1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"YIGB",-1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
"DKGB",0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"RLMM",0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
"YJIA",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1
"RLMJ",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"ENTE",-1,0,0,0,0,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,0,0,1,0
"CORA",1,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,0,0
"MGTA",1,-1,-1,1,1,1,1,0,0,1,1,0,0,0,-1,-1,0,0,1,1,0
"METN",-1,-1,-1,0,0,1,1,1,0,1,1,0,-1,-1,0,0,0,0,0,-1,1
"YIBN",1,1,0,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1
"YQJH",-1,1,1,1,0,0,0,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1
"GROS",1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1
"NFUA",1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1
"PTRA",-1,-1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
"YHFA",-1,-1,1,1,0,0,1,1,1,1,1,0,1,1,-1,1,0,0,1,0,0
"LOIP",1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
"DDLB",1,0,1,0,0,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0
"GUTQ",1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"LOLB",-1,-1,1,1,0,1,0,0,0,-1,-1,0,1,0,-1,1,0,1,1,1,0
"MIPA",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"SKP",1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1
"YEEZ",-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,1,0,0,0,-1,-1
"MEPS",-1,-1,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1
"DNAA",1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,-1,0,1,0,0,0
"DNAN",1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,1,-1,1,-1,0,-1,0
"NFO",0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"SSB",1,1,-1,1,1,0,1,-1,0,1,0,1,1,1,0,1,1,1,0,0,1
"IHFB",-1,-1,-1,-1,0,-1,0,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1
"PARC",1,0,-1,-1,-1,0,0,1,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0
"FADR",1,1,0,0,1,1,1,1,1,1,1,1,-1,0,-1,1,1,1,1,1,1
"ROB",1,0,1,1,0,1,0,1,1,1,1,0,1,-1,0,0,-1,0,1,-1,-1
"SLYA",-1,-1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1
"YJDC",-1,-1,1,1,1,1,1,0,1,1,1,-1,0,1,1,0,0,0,1,-1,-1
"ISCR",-1,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
"MPRA",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,0,0
"MIAA",0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,0
"RBFA",1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1
"RPLO",1,1,-1,-1,1,-1,-1,1,1,1,0,1,0,-1,1,-1,1,-1,-1,-1,1
"RPLV",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RPME",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
"TRUB",1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
"MNMA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RIMM",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"RLMB",1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RLUD",0,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"SPEG",1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,0,0,0,0,0
"RIDA",1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1
"FABA",1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"FABZ",1,1,-1,-1,0,-1,-1,1,0,0,0,0,1,1,1,0,1,1,1,0,1
"AZOR",-1,-1,1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1
"YCIK",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,0,0,-1,0,-1,0
"PDXJ",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CMOA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"RIBB",1,1,0,0,1,1,1,-1,-1,-1,-1,1,1,0,-1,0,0,-1,0,-1,-1
"GLGA",-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1
"GLPT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"OTSA",-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0
"DHAL",0,1,0,-1,1,1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
"FRUA",0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"GATB",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1
"GATA",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1
"CMK",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,0,-1,-1
"GPT",1,1,1,1,-1,1,1,1,0,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1
"PURK",-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1
"IADA",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
"RIHA",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1
"RIHC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1
"AROB",-1,-1,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,1,0,-1
"AROH",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1
"DAPE",1,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,-1,0,0,1
"HISF",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"LYSA",-1,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,1
"SOLA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
"SPEE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"NANA",1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,0,1,-1,1,0
"LIVF",-1,-1,-1,1,0,1,1,0,0,1,0,0,-1,1,0,-1,0,-1,1,1,0
"POTA",1,1,-1,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,1,0,-1,0,0
"PUUA",-1,0,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,-1
"YIID",0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"FTSE",0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
"FTSK",1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,0,0,-1,0,0
"MINE",1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
"MUKF",1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1
"FLDA",0,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"GALT",1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,-1
"FUCO",1,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,1,0
"HYAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PUUC",-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1
"LDHA",-1,-1,0,-1,0,0,1,1,1,1,1,1,1,-1,0,0,-1,-1,-1,-1,-1
"YFIQ",0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
"RCLA",0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
"ORN",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"APPA",0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"IVY",-1,-1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1
"YHHA",0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0
"YIAF",1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1
"YFCD",1,1,1,0,-1,-1,0,1,1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"MDOH",0,0,0,-1,0,-1,0,1,1,1,1,0,0,-1,0,0,0,0,-1,0,0
"WECB",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1
"MDOD",-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
"MTNN",1,1,-1,0,0,0,1,1,0,-1,-1,1,1,1,0,1,1,0,1,1,1
"LOLD",0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,0,0,-1,-1,0
"HSDR",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"YADG",1,0,-1,-1,-1,0,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
"MSBA",1,0,-1,-1,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,0,-1,-1,0
"TATA",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1
"EXBB",-1,1,-1,0,0,0,0,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1
"LEPB",1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0
"SECF",1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,1,1
"PTSP",0,0,0,0,1,0,0,1,1,1,1,0,0,-1,0,0,1,1,0,1,1
"RCSD",0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"YJIY",1,0,0,-1,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,0,0,0
"YBDK",-1,-1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"YCAO",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YCGL",-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,1,0,0,-1,0,-1,0
"YCIF",-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,0,-1
"YDEI",0,-1,1,0,1,-1,-1,0,0,1,1,1,1,1,-1,1,-1,-1,1,-1,-1
"YDHS",-1,-1,1,1,1,0,0,1,1,1,1,1,1,0,-1,1,0,0,1,0,-1
"YEAK",-1,-1,1,0,-1,0,0,1,1,1,1,-1,-1,1,0,1,1,-1,1,-1,0
"YEBE",-1,-1,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1
"YEGP",-1,-1,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,1,0,-1
"YGGE",0,-1,0,0,-1,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1
"YGIW",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"YIHD",0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
"CUSF",-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1
"QUEF",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCNR",-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1
"RIMP",1,1,0,-1,1,0,-1,-1,-1,-1,-1,1,0,1,1,0,0,-1,-1,-1,-1
"YJGA",1,1,1,0,1,0,-1,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
"YQIC",-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1
"ZAPB",1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
"BEPA",-1,-1,1,0,0,0,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,1
"ECO",1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,0,-1
"SSPB",1,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1
"YBFF",-1,0,1,1,0,0,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0
"YBHA",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
"YFCE",0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,0,-1,-1
"YFCH",-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"YGGS",0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1
"YHHW",-1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"YHJJ",0,-1,0,-1,-1,-1,1,-1,-1,0,1,1,0,0,1,1,-1,-1,1,-1,-1
"OBGE",1,1,0,0,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,-1
"PUUD",-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
"RLMI",1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
"YAJL",-1,-1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
"YPFJ",-1,-1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,-1,1,0,-1
"YRAP",1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,-1,-1
"YIGL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
"YCEM",-1,-1,1,1,0,0,1,1,1,1,1,0,0,-1,-1,0,0,0,0,0,-1
"CYSC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"PITA",0,0,-1,0,0,-1,1,0,0,0,0,0,1,-1,0,-1,0,1,0,0,1
"SODB",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,1,-1,1,1
"SODC",-1,-1,1,0,1,0,-1,-1,-1,1,1,1,1,1,-1,1,-1,0,1,-1,-1
"FKLB",1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"PFLA",0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,-1,0,-1,-1
"CLPB",1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"YFCF",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,0,-1,-1
